央视频道,#genre#
求索纪录HD,http://27.36.62.163:9090/live/QSJLHD_7000.m3u8
求索科学HD,http://27.36.62.163:9090/live/qiusuokexueHD_7000.m3u8
求索动物HD,http://27.36.62.163:9090/live/QSDWHD_7000.m3u8
求索生活HD,http://27.36.62.163:9090/live/QSSHHD_7000.m3u8
高清探索HD,http://27.36.62.163:9090/live/searchHD_7000.m3u8
高清影院HD,http://27.36.62.163:9090/live/FilmsHD_7000.m3u8
高清剧场HD,http://27.36.62.163:9090/live/TheaterHD_7000.m3u8
高清综合HD,http://27.36.62.163:9090/live/zongheHD_7000.m3u8
高清演示HD,http://27.36.62.163:9090/live/HDChanneldemo_7000.m3u8
粤语高清HD,http://27.36.62.163:9090/live/yueyuHD_7000.m3u8
劲爆体育HD,http://27.36.62.163:9090/live/jinbaotiyuHD_7000.m3u8
欢笑剧场HD,http://27.36.62.163:9090/live/huanxiaojuchangHD_7000.m3u8
魅力音乐HD,http://27.36.62.163:9090/live/meiliyinyueHD_7000.m3u8
CETV-1,http://27.36.62.163:9090/live/CETV-1_1500.m3u8
CGTN国际,http://27.36.62.163:9090/live/CCTV15news_1500.m3u8
CCTV老故事,http://27.36.62.163:9090/live/laogushi_1500.m3u8
CCTV风云剧场,http://27.36.62.163:9090/live/fengyunjuchang_1500.m3u8
CCTV风云足球,http://27.36.62.163:9090/live/fengyunzuqiu_1500.m3u8
CCTV风云音乐,http://27.36.62.163:9090/live/fengyunyinyue_1500.m3u8
CCTV怀旧剧场,http://27.36.62.163:9090/live/huaijiujuchang_1500.m3u8
CCTV世界地理,http://27.36.62.163:9090/live/shijiedili_1500.m3u8
CCTV第一剧场,http://27.36.62.163:9090/live/diyijuchang_1500.m3u8
CCTV发现之旅,http://27.36.62.163:9090/live/faxianzhilv_1500.m3u8
CCTV女性时尚,http://27.36.62.163:9090/live/nvxingshishang_1500.m3u8
CCTV央视精品,http://27.36.62.163:9090/live/yangshijingpin_1500.m3u8
CCTV卫生健康,http://27.36.62.163:9090/live/weishengjiankang_1500.m3u8
CCTV电视指南,http://27.36.62.163:9090/live/dianshizhinan_1500.m3u8
CHC高清电影HD,http://27.36.62.163:9090/live/CHCHD_7000.m3u8
CHC家庭影院,http://27.36.62.163:9090/live/CHChometheatre_1500.m3u8
CHC动作电影,http://27.36.62.163:9090/live/CHCactionmovie_1500.m3u8
MTV,http://27.36.62.163:9090/live/MTV_1500.m3u8
DOXTV,http://27.36.62.163:9090/live/DOXTV_1500.m3u8
广东卫视,http://27.36.62.163:9090/live/guangdong_1500.m3u8
深圳卫视,http://27.36.62.163:9090/live/shenzhen_1500.m3u8
东方卫视,http://27.36.62.163:9090/live/dongfang_1500.m3u8
北京卫视,http://27.36.62.163:9090/live/beijing_1500.m3u8
湖南卫视,http://27.36.62.163:9090/live/hunan_1500.m3u8
浙江卫视,http://27.36.62.163:9090/live/zhejiang_1500.m3u8
江苏卫视,http://27.36.62.163:9090/live/jiangsu_1500.m3u8
安徽卫视,http://27.36.62.163:9090/live/anhui_1500.m3u8
天津卫视,http://27.36.62.163:9090/live/tianjin_1500.m3u8
山东卫视,http://27.36.62.163:9090/live/shandong_1500.m3u8
四川卫视,http://27.36.62.163:9090/live/sichuan_1500.m3u8
江西卫视,http://27.36.62.163:9090/live/jiangxi_1500.m3u8
重庆卫视,http://27.36.62.163:9090/live/chongqing_1500.m3u8
云南卫视,http://27.36.62.163:9090/live/yunnan_1500.m3u8
贵州卫视,http://27.36.62.163:9090/live/guizhou_1500.m3u8
新疆卫视,http://27.36.62.163:9090/live/xinjiang_1500.m3u8
河南卫视,http://27.36.62.163:9090/live/henan_1500.m3u8
东南卫视,http://27.36.62.163:9090/live/dongnan_1500.m3u8
辽宁卫视,http://27.36.62.163:9090/live/liaoning_1500.m3u8
山西卫视,http://27.36.62.163:9090/live/shanxi_1500.m3u8
河北卫视,http://27.36.62.163:9090/live/hebei_1500.m3u8
陕西卫视,http://27.36.62.163:9090/live/shanxi2_1500.m3u8
兵团卫视,http://27.36.62.163:9090/live/bingtuan_1500.m3u8
湖北卫视,http://27.36.62.163:9090/live/hubei_1500.m3u8
内蒙古卫视,http://27.36.62.163:9090/live/neimenggu_1500.m3u8
黑龙江卫视,http://27.36.62.163:9090/live/heilongjiang_1500.m3u8
汕头一套HD,http://27.36.62.163:9090/live/shantouyitaogaoqing_4500.m3u8
汕头二套HD,http://27.36.62.163:9090/live/shantouertaogaoqing_4500.m3u8
汕头三套HD,http://27.36.62.163:9090/live/shantousantaogaoqing_4500.m3u8
南海综合,http://27.36.62.163:9090/live/nanhaitai_2000.m3u8
顺德综合,http://27.36.62.163:9090/live/shundetai_2000.m3u8
新会综合,http://27.36.62.163:9090/live/xinhui_1500.m3u8
佛山综合,http://27.36.62.163:9090/live/foshannews_1500.m3u8
佛山公共,http://27.36.62.163:9090/live/foshanyingshi_1500.m3u8
湛江综合,http://27.36.62.163:9090/live/zhanjiangzonghe_1500.m3u8
湛江公共,http://27.36.62.163:9090/live/zhanjianggongong_1500.m3u8
韶关综合,http://27.36.62.163:9090/live/shaoguanzonghe_1500.m3u8
韶关公共,http://27.36.62.163:9090/live/shaoguangonggong_1500.m3u8
博罗经典,http://27.36.62.163:9090/live/boluojingdian_1500.m3u8
博罗综合,http://27.36.62.163:9090/live/boluozonghe_1500.m3u8
云浮一套,http://27.36.62.163:9090/live/yunfuyitao_1500.m3u8
云浮二套,http://27.36.62.163:9090/live/yunfuertao_1500.m3u8
珠海一套,http://27.36.62.163:9090/live/zhuhaiyitao_1500.m3u8
珠海二套,http://27.36.62.163:9090/live/zhuhaiertao_1500.m3u8
潮州一套,http://27.36.62.163:9090/live/chaozhouyitao_1500.m3u8
潮州二套,http://27.36.62.163:9090/live/chaozhouertao_1500.m3u8
东莞一套,http://27.36.62.163:9090/live/dongguanyitao_1500.m3u8
东莞二套,http://27.36.62.163:9090/live/dongguanertao_1500.m3u8
江门一套,http://27.36.62.163:9090/live/jiangmenyitao_1500.m3u8
江门二套,http://27.36.62.163:9090/live/jiangmenertao_1500.m3u8
中山一套,http://27.36.62.163:9090/live/zhongshanyitao_1500.m3u8
中山二套,http://27.36.62.163:9090/live/zhongshanertao_1500.m3u8
河源一套,http://27.36.62.163:9090/live/heyuanyitao_1500.m3u8
河源二套,http://27.36.62.163:9090/live/heyuanertao_1500.m3u8
肇庆一套,http://27.36.62.163:9090/live/zhaoqingyitao_1500.m3u8
肇庆二套,http://27.36.62.163:9090/live/zhaoqingertao_1500.m3u8
惠州一套,http://27.36.62.163:9090/live/huizhouyitao_1500.m3u8
惠州二套,http://27.36.62.163:9090/live/huizhouertao_1500.m3u8
汕头一套,http://27.36.62.163:9090/live/shantouyitaogaoqing_1500.m3u8
汕头二套,http://27.36.62.163:9090/live/shantouertaogaoqing_1500.m3u8
汕头三套,http://27.36.62.163:9090/live/shantousantaogaoqing_1500.m3u8
全纪实,http://27.36.62.163:9090/live/quanjishi_1500.m3u8
新动漫,http://27.36.62.163:9090/live/xindongman_1500.m3u8
幸福彩,http://27.36.62.163:9090/live/xingfucai_1500.m3u8
高尔夫,http://27.36.62.163:9090/live/golf_1500.m3u8
劲爆体育,http://27.36.62.163:9090/live/jinbaotiyu_1500.m3u8
欢笑剧场,http://27.36.62.163:9090/live/huanxiaojuchang_1500.m3u8
法治天地,http://27.36.62.163:9090/live/fazhitiandi_1500.m3u8
都市剧场,http://27.36.62.163:9090/live/dushijuchang_1500.m3u8
极速汽车,http://27.36.62.163:9090/live/jisuqiche_1500.m3u8
魅力音乐,http://27.36.62.163:9090/live/meiliyinyue_1500.m3u8
七彩戏剧,http://27.36.62.163:9090/live/qicaixiju_1500.m3u8
金色频道,http://27.36.62.163:9090/live/jinsepindao_1500.m3u8
生活时尚,http://27.36.62.163:9090/live/shenghuoshishang_1500.m3u8
东方财经,http://27.36.62.163:9090/live/dongfangcaijing_1500.m3u8
环球奇观,http://27.36.62.163:9090/live/huanqiuqiguan_1500.m3u8
中华美食,http://27.36.62.163:9090/live/zhonghuameishi_1500.m3u8
书画频道,http://27.36.62.163:9090/live/shuhua_1500.m3u8
网络军旗扑克牌,http://27.36.62.163:9090/live/wangluoqipai_1500.m3u8
英语辅导,http://27.36.62.163:9090/live/yingyufudao_1500.m3u8
先锋乒羽,http://27.36.62.163:9090/live/pingyu_1500.m3u8
山东教育,http://27.36.62.163:9090/live/CETV-4_1500.m3u8
中国气象,http://27.36.62.163:9090/live/zgqixiang_1500.m3u8
动漫秀场,http://27.36.62.163:9090/live/dongmanxiuchang_1500.m3u8
嘉佳卡通,http://27.36.62.163:9090/live/gdjiajiacartoon_1500.m3u8
优漫卡通,http://27.36.62.163:9090/live/youmankatong_1500.m3u8
金鹰卡通,http://27.36.62.163:9090/live/jinyingkatong_1500.m3u8
炫动卡通,http://27.36.62.163:9090/live/xuandongkatong_1500.m3u8
卡酷卡通,http://27.36.62.163:9090/live/kakushaoer_1500.m3u8
珠江宽频,#genre#
CCTV1,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=029&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV2,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=010&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV3,http://223.110.242.130:6610/gitv/live1/G_CCTV-3-CQ/1.m3u8
CCTV4,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=026&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV5,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=032&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV5+,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=036&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV6,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=031&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
CCTV7,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=028&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
